JOBID,N,FFT,OMP,rep,first_residual,last_residual,Qext,elapsed_time,elapsed_seconds,num_iterations
1595420,250,FFTMKL,10,2,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:24,1644.0,54
1595533,250,FFTMKL,10,3,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:33,1653.0,54
1595465,250,GPFAFT,10,1,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:21,1881.0,54
1595412,250,GPFAFT,10,2,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:27,1887.0,54
1595555,250,GPFAFT,10,3,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:32,1892.0,54
1595476,250,FFTMKL,15,1,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:18,1638.0,54
1595500,250,FFTMKL,15,2,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:20,1640.0,54
1595348,250,FFTMKL,15,3,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:21,1641.0,54
1595501,250,GPFAFT,15,1,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:18,1878.0,54
1595450,250,GPFAFT,15,2,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:00,1860.0,54
1595552,250,GPFAFT,15,3,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:14,1874.0,54
1595325,250,FFTMKL,25,1,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:09,1629.0,54
1595418,250,FFTMKL,25,2,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:15,1635.0,54
1595444,250,FFTMKL,25,3,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:11,1631.0,54
1595539,250,GPFAFT,25,1,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:06,1866.0,54
1595481,250,GPFAFT,25,2,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:11,1871.0,54
1595309,250,GPFAFT,25,3,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:08,1868.0,54
1595429,250,FFTMKL,50,1,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:26:58,1618.0,54
1595536,250,FFTMKL,50,2,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:26:57,1617.0,54
1595337,250,FFTMKL,50,3,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:26:57,1617.0,54
1595350,250,GPFAFT,50,1,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:30:52,1852.0,54
1595315,250,GPFAFT,50,2,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:05,1865.0,54
1595549,250,GPFAFT,50,3,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:30:40,1840.0,54
1595469,250,FFTMKL,125,1,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:50,1670.0,54
1595557,250,FFTMKL,125,2,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:28:50,1730.0,54
1595402,250,FFTMKL,125,3,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:28:35,1715.0,54
1595503,250,GPFAFT,125,1,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:32:34,1954.0,54
1595305,250,GPFAFT,125,2,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:40,1900.0,54
1595510,250,GPFAFT,125,3,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:29,1889.0,54
